ID1,ID2,Distance
11176_2005,11177_2005,0.0186466
11567_2015,11576_2015,0.174037
11544_2014,11576_2015,0.791056
11511_2013,11519_2013,0.270853
11351_2009,11390_2010,0.94177
11317_2008,11320_2009,0.015189
11511_2013,11520_2014,0.292979
11351_2009,11391_2010,0.966948
11317_2008,11321_2009,0.0395034
11100_2003,11104_2003,0.0663559
11567_2015,11577_2015,0.18252
11544_2014,11577_2015,0.805911
11590_2015,11611_2016,0.647742
11544_2014,11578_2015,0.828478
11100_2003,11105_2003,0.0923948
11544_2014,11579_2015,0.853958
11577_2015,11578_2015,0.022025
11197_2005,11221_2006,0.637341
11567_2015,11578_2015,0.208578
11100_2003,11106_2003,0.0962302
11577_2015,11579_2015,0.0447306
11590_2015,11612_2016,0.656363
11544_2014,11580_2015,0.89138
11500_2013,11525_2014,0.630406
11527_2014,11555_2014,0.679967
11580_2015,11582_2015,0.060883
11369_2010,11401_2011,0.773636
11572_2015,11582_2015,0.231114
11557_2014,11560_2015,0.0572625
11580_2015,11583_2015,0.0961516
11369_2010,11402_2011,0.773407
11585_2015,11586_2015,0.0324952
11572_2015,11583_2015,0.26844
11557_2014,11561_2015,0.103833
11572_2015,11584_2015,0.307938
11580_2015,11584_2015,0.137285
11369_2010,11403_2011,0.809555
11572_2015,11585_2015,0.320846
11585_2015,11587_2015,0.0663198
11572_2015,11586_2015,0.354881
11585_2015,11588_2015,0.0847844
11369_2010,11404_2011,0.82472
11585_2015,11589_2015,0.0885384
11572_2015,11587_2015,0.387481
11369_2010,11405_2011,0.864648
11572_2015,11588_2015,0.396236
11580_2015,11585_2015,0.149548
11585_2015,11590_2015,0.119338
11580_2015,11586_2015,0.180897
11557_2014,11562_2015,0.123369
11585_2015,11591_2015,0.170112
11595_2015,11596_2015,0.0306824
11572_2015,11589_2015,0.401913
11369_2010,11406_2011,0.89251
11572_2015,11590_2015,0.437037
11595_2015,11597_2015,0.0519152
11572_2015,11591_2015,0.486984
11557_2014,11563_2015,0.147407
11572_2015,11592_2015,0.529823
11580_2015,11587_2015,0.213181
11369_2010,11407_2011,0.887469
11572_2015,11593_2015,0.565003
11595_2015,11598_2015,0.0944414
11572_2015,11594_2015,0.593907
11369_2010,11408_2011,0.903509
11572_2015,11595_2015,0.604522
11580_2015,11588_2015,0.228953
11572_2015,11596_2015,0.631655
11595_2015,11599_2015,0.117343
11557_2014,11564_2015,0.153686
11572_2015,11597_2015,0.642897
11585_2015,11592_2015,0.217683
11557_2014,11565_2015,0.189361
11580_2015,11589_2015,0.23355
11572_2015,11598_2015,0.691965
11557_2014,11566_2015,0.219863
11572_2015,11599_2015,0.725868
11580_2015,11590_2015,0.266841
11369_2010,11409_2011,0.908875
11595_2015,11600_2016,0.16813
11572_2015,11600_2016,0.7616
11557_2014,11567_2015,0.268432
11585_2015,11593_2015,0.259317
11595_2015,11601_2016,0.182941
11572_2015,11601_2016,0.763013
11557_2014,11568_2015,0.273206
11572_2015,11602_2016,0.796271
11580_2015,11591_2015,0.316205
11369_2010,11410_2011,0.908875
11580_2015,11592_2015,0.347595
11572_2015,11603_2016,0.830677
11369_2010,11411_2011,0.927854
11557_2014,11569_2015,0.27557
11369_2010,11412_2011,0.927854
11572_2015,11604_2016,0.836018
11557_2014,11570_2015,0.323921
11369_2010,11413_2011,0.928273
11572_2015,11605_2016,0.878339
11580_2015,11593_2015,0.383606
11572_2015,11606_2016,0.917965
11369_2010,11414_2011,0.958859
11585_2015,11594_2015,0.283174
11557_2014,11571_2015,0.363614
11572_2015,11607_2016,0.942884
11595_2015,11602_2016,0.206685
11557_2014,11572_2015,0.384841
11580_2015,11594_2015,0.412052
11572_2015,11608_2016,0.959008
11595_2015,11603_2016,0.226947
11585_2015,11595_2015,0.290522
11580_2015,11595_2015,0.42037
11557_2014,11573_2015,0.427987
11585_2015,11596_2015,0.32608
11580_2015,11596_2015,0.453925
11557_2014,11574_2015,0.4311
11595_2015,11604_2016,0.231561
11585_2015,11597_2015,0.341699
11580_2015,11597_2015,0.471917
11585_2015,11598_2015,0.385681
11557_2014,11575_2015,0.440422
11580_2015,11598_2015,0.520289
11585_2015,11599_2015,0.416621
11595_2015,11605_2016,0.261864
11585_2015,11600_2016,0.461451
11580_2015,11599_2015,0.558529
11595_2015,11606_2016,0.300675
11557_2014,11576_2015,0.461456
11580_2015,11600_2016,0.593978
11595_2015,11607_2016,0.32088
11585_2015,11601_2016,0.470958
11580_2015,11601_2016,0.602266
11595_2015,11608_2016,0.363351
11585_2015,11602_2016,0.503556
11580_2015,11602_2016,0.63331
11557_2014,11577_2015,0.473898
11585_2015,11603_2016,0.526712
11580_2015,11603_2016,0.660557
11585_2015,11604_2016,0.53022
11595_2015,11609_2016,0.410316
11557_2014,11578_2015,0.506129
11580_2015,11604_2016,0.664965
11585_2015,11605_2016,0.547049
11557_2014,11579_2015,0.52308
11580_2015,11605_2016,0.689121
11585_2015,11606_2016,0.593683
11595_2015,11610_2016,0.445615
11585_2015,11607_2016,0.609606
11557_2014,11580_2015,0.564196
11585_2015,11608_2016,0.655001
11595_2015,11611_2016,0.464022
11557_2014,11581_2015,0.61609
11585_2015,11609_2016,0.696582
11595_2015,11612_2016,0.476869
11557_2014,11582_2015,0.644989
11585_2015,11610_2016,0.72799
11595_2015,11613_2016,0.476869
11577_2015,11580_2015,0.0848013
11590_2015,11613_2016,0.656363
11544_2014,11581_2015,0.941351
11567_2015,11579_2015,0.21743
11176_2005,11178_2005,0.0203607
11577_2015,11581_2015,0.129203
11544_2014,11582_2015,0.986621
11567_2015,11580_2015,0.254024
11197_2005,11222_2006,0.633196
11577_2015,11582_2015,0.147252
11100_2003,11107_2003,0.123194
11176_2005,11179_2005,0.0220793
11197_2005,11223_2006,0.656819
11590_2015,11614_2016,0.67758
11567_2015,11581_2015,0.307629
11236_2006,11237_2006,0.0306952
11500_2013,11526_2014,0.630406
11527_2014,11556_2014,0.718586
11500_2013,11527_2014,0.630406
11527_2014,11557_2014,0.75034
11500_2013,11528_2014,0.641967
11527_2014,11558_2014,0.751206
11083_2003,11084_2003,0.0482862
11500_2013,11529_2014,0.653844
11527_2014,11559_2014,0.787812
11083_2003,11085_2003,0.0645013
11500_2013,11530_2014,0.653844
11527_2014,11560_2015,0.797544
11083_2003,11086_2003,0.103874
11176_2005,11180_2005,0.0359505
11100_2003,11108_2003,0.157604
11236_2006,11238_2006,0.0324238
11577_2015,11583_2015,0.182605
11236_2006,11239_2006,0.0341643
11500_2013,11531_2014,0.677936
11527_2014,11561_2015,0.862965
11083_2003,11087_2003,0.137161
11500_2013,11532_2014,0.703294
11527_2014,11562_2015,0.86714
11083_2003,11088_2003,0.149393
11500_2013,11533_2014,0.70762
11527_2014,11563_2015,0.881033
11083_2003,11089_2003,0.165832
11500_2013,11534_2014,0.770748
11527_2014,11564_2015,0.886154
11083_2003,11090_2003,0.184798
11500_2013,11535_2014,0.789385
11527_2014,11565_2015,0.920073
11083_2003,11091_2003,0.226398
11500_2013,11536_2014,0.836136
11100_2003,11109_2003,0.219932
11236_2006,11240_2007,0.0644954
11567_2015,11582_2015,0.33066
11236_2006,11241_2007,0.0773792
11083_2003,11092_2003,0.280263
11500_2013,11537_2014,0.879687
11527_2014,11566_2015,0.955325
11083_2003,11093_2003,0.307618
11500_2013,11538_2014,0.879687
11100_2003,11110_2003,0.251903
11577_2015,11584_2015,0.228961
11100_2003,11111_2003,0.293115
11176_2005,11181_2005,0.0429868
11100_2003,11112_2003,0.329014
11176_2005,11182_2005,0.0905472
11590_2015,11615_2016,0.681858
11176_2005,11183_2005,0.125198
11577_2015,11585_2015,0.240525
11236_2006,11242_2007,0.107576
11500_2013,11539_2014,0.897088
11083_2003,11094_2003,0.312629
11595_2015,11614_2016,0.486735
11585_2015,11611_2016,0.745779
11573_2015,11574_2015,0.00839946
11580_2015,11606_2016,0.736332
11557_2014,11583_2015,0.690112
11573_2015,11575_2015,0.0185943
11557_2014,11584_2015,0.748104
11580_2015,11607_2016,0.753943
11573_2015,11576_2015,0.0429802
11585_2015,11612_2016,0.757064
11573_2015,11577_2015,0.0501014
11585_2015,11613_2016,0.757064
11580_2015,11608_2016,0.778744
11557_2014,11585_2015,0.751615
11573_2015,11578_2015,0.0718554
11580_2015,11609_2016,0.8356
11585_2015,11614_2016,0.782845
11557_2014,11586_2015,0.780892
11585_2015,11615_2016,0.787829
11573_2015,11579_2015,0.0904609
11585_2015,11616_2016,0.81645
11595_2015,11615_2016,0.489986
11557_2014,11587_2015,0.790721
11580_2015,11610_2016,0.883295
11573_2015,11580_2015,0.129191
11557_2014,11588_2015,0.805293
11595_2015,11616_2016,0.529077
11573_2015,11581_2015,0.176478
11585_2015,11617_2016,0.850576
11595_2015,11617_2016,0.578021
11557_2014,11589_2015,0.810205
11573_2015,11582_2015,0.195721
11595_2015,11618_2016,0.61517
11585_2015,11618_2016,0.875964
11573_2015,11583_2015,0.23346
11585_2015,11619_2016,0.906209
11595_2015,11619_2016,0.626971
11557_2014,11590_2015,0.857346
11580_2015,11611_2016,0.905355
11585_2015,11620_2016,0.906209
11595_2015,11620_2016,0.626971
11573_2015,11584_2015,0.278252
11580_2015,11612_2016,0.907163
11557_2014,11591_2015,0.94002
11595_2015,11621_2016,0.648752
11573_2015,11585_2015,0.290674
11580_2015,11613_2016,0.907163
11585_2015,11621_2016,0.928287
11573_2015,11586_2015,0.323373
11585_2015,11622_2016,0.942624
11595_2015,11622_2016,0.672611
11557_2014,11592_2015,0.968564
11580_2015,11614_2016,0.938763
11585_2015,11623_2016,0.974838
11573_2015,11587_2015,0.354874
11580_2015,11615_2016,0.9447
11585_2015,11624_2016,0.948201
11595_2015,11623_2016,0.711781
11573_2015,11588_2015,0.363368
11585_2015,11625_2016,0.978159
11595_2015,11624_2016,0.707178
11585_2015,11626_2016,0.978159
11573_2015,11589_2015,0.368778
11580_2015,11616_2016,0.968658
11573_2015,11590_2015,0.402061
11595_2015,11625_2016,0.730674
11573_2015,11591_2015,0.449795
11580_2015,11617_2016,0.978623
11595_2015,11626_2016,0.730674
11573_2015,11592_2015,0.484174
11100_2003,11113_2003,0.374248
11590_2015,11616_2016,0.722733
11100_2003,11114_2003,0.399344
11236_2006,11243_2007,0.145187
11176_2005,11184_2005,0.167887
11577_2015,11586_2015,0.268575
11236_2006,11244_2007,0.182603
11100_2003,11115_2003,0.43763
11577_2015,11587_2015,0.300268
11567_2015,11583_2015,0.365234
11511_2013,11521_2014,0.300367
11351_2009,11392_2010,0.992285
11317_2008,11322_2009,0.0537166
11511_2013,11522_2014,0.32605
11236_2006,11245_2007,0.226667
11176_2005,11185_2005,0.174176
11545_2014,11546_2014,0.0394313
11236_2006,11246_2007,0.256789
11545_2014,11547_2014,0.0663365
11577_2015,11588_2015,0.313085
11545_2014,11548_2014,0.081137
11236_2006,11247_2007,0.268325
11577_2015,11589_2015,0.318146
11545_2014,11549_2014,0.10965
11236_2006,11248_2007,0.282788
11083_2003,11095_2003,0.327917
11500_2013,11540_2014,0.901867
11528_2014,11529_2014,0.00671791
11083_2003,11096_2003,0.330515
11577_2015,11590_2015,0.349332
11567_2015,11584_2015,0.410265
11176_2005,11186_2005,0.206509
11545_2014,11550_2014,0.145896
11590_2015,11617_2016,0.757976
11577_2015,11591_2015,0.393508
11236_2006,11249_2007,0.29511
11567_2015,11585_2015,0.421945
11545_2014,11551_2014,0.158301
11176_2005,11187_2005,0.215552
11577_2015,11592_2015,0.42531
11197_2005,11224_2006,0.669001
11567_2015,11586_2015,0.461075
11577_2015,11593_2015,0.46541
11567_2015,11587_2015,0.479825
11100_2003,11116_2003,0.440393
11236_2006,11250_2007,0.310131
11545_2014,11552_2014,0.183124
11236_2006,11251_2007,0.320331
11083_2003,11097_2003,0.359504
11528_2014,11530_2014,0.00671791
11500_2013,11541_2014,0.912907
11083_2003,11098_2003,0.398336
11528_2014,11531_2014,0.0272167
11500_2013,11542_2014,0.954381
11083_2003,11099_2003,0.398336
11197_2005,11225_2006,0.697945
11590_2015,11618_2016,0.790804
11197_2005,11226_2006,0.728033
11577_2015,11594_2015,0.496904
11590_2015,11619_2016,0.811414
11100_2003,11117_2003,0.443495
11577_2015,11595_2015,0.509698
11567_2015,11588_2015,0.493102
11528_2014,11532_2014,0.0811497
11500_2013,11544_2014,0.992682
11083_2003,11100_2003,0.398317
11528_2014,11533_2014,0.0867207
11577_2015,11596_2015,0.540649
11545_2014,11553_2014,0.217598
11590_2015,11620_2016,0.811414
11567_2015,11589_2015,0.499526
11100_2003,11118_2003,0.473961
11176_2005,11188_2005,0.22673
11528_2014,11534_2014,0.139394
11083_2003,11101_2003,0.436076
11176_2005,11189_2005,0.25401
11100_2003,11119_2003,0.480511
11176_2005,11190_2005,0.285022
11100_2003,11120_2004,0.480176
11545_2014,11554_2014,0.219814
11573_2015,11593_2015,0.520811
11558_2014,11559_2014,0.0394501
11573_2015,11594_2015,0.547899
11586_2015,11587_2015,0.0447316
11573_2015,11595_2015,0.557836
11558_2014,11560_2015,0.0536495
11573_2015,11596_2015,0.587205
11581_2015,11582_2015,0.0220366
11595_2015,11627_2016,0.751744
11558_2014,11561_2015,0.0999782
11573_2015,11597_2015,0.59805
11595_2015,11628_2016,0.804416
11581_2015,11583_2015,0.0627105
11586_2015,11588_2015,0.0626637
11599_2015,11600_2016,0.0430257
11599_2015,11601_2016,0.0555308
11586_2015,11589_2015,0.0663062
11599_2015,11602_2016,0.0773905
11586_2015,11590_2015,0.0980526
11599_2015,11603_2016,0.0961814
11586_2015,11591_2015,0.147243
11599_2015,11604_2016,0.100016
11586_2015,11592_2015,0.19796
11599_2015,11605_2016,0.133242
11586_2015,11593_2015,0.238602
11599_2015,11606_2016,0.167967
11586_2015,11594_2015,0.261706
11599_2015,11607_2016,0.189078
11586_2015,11595_2015,0.268888
11599_2015,11608_2016,0.233305
11586_2015,11596_2015,0.303486
11599_2015,11609_2016,0.282731
11586_2015,11597_2015,0.318841
11599_2015,11610_2016,0.320227
11586_2015,11598_2015,0.361851
11599_2015,11611_2016,0.335777
11586_2015,11599_2015,0.391412
11599_2015,11612_2016,0.346398
11586_2015,11600_2016,0.431705
11599_2015,11613_2016,0.346398
11586_2015,11601_2016,0.443452
11599_2015,11614_2016,0.368302
11586_2015,11602_2016,0.475287
11599_2015,11615_2016,0.371048
11586_2015,11603_2016,0.494103
11599_2015,11616_2016,0.425109
11586_2015,11604_2016,0.497399
11599_2015,11617_2016,0.484031
11586_2015,11605_2016,0.513449
11599_2015,11618_2016,0.517132
11586_2015,11606_2016,0.558255
11599_2015,11619_2016,0.537569
11573_2015,11598_2015,0.652441
11586_2015,11607_2016,0.573981
11599_2015,11620_2016,0.537569
11586_2015,11608_2016,0.621234
11599_2015,11621_2016,0.561437
11586_2015,11609_2016,0.67214
11573_2015,11599_2015,0.684313
11599_2015,11622_2016,0.585515
11586_2015,11610_2016,0.709846
11573_2015,11600_2016,0.718106
11599_2015,11623_2016,0.622747
11586_2015,11611_2016,0.72719
11573_2015,11601_2016,0.728612
11599_2015,11624_2016,0.623855
11586_2015,11612_2016,0.738109
11573_2015,11602_2016,0.760509
11599_2015,11625_2016,0.648505
11586_2015,11613_2016,0.738109
11573_2015,11603_2016,0.793293
11599_2015,11626_2016,0.648505
11586_2015,11614_2016,0.763098
11573_2015,11604_2016,0.798425
11599_2015,11627_2016,0.667407
11586_2015,11615_2016,0.767919
11573_2015,11605_2016,0.84276
11599_2015,11628_2016,0.698598
11586_2015,11616_2016,0.796089
11573_2015,11606_2016,0.880676
11599_2015,11629_2016,0.705737
11586_2015,11617_2016,0.846921
11573_2015,11607_2016,0.904599
11599_2015,11630_2016,0.729141
11586_2015,11618_2016,0.878644
11573_2015,11608_2016,0.925786
11599_2015,11631_2016,0.771509
11586_2015,11619_2016,0.898278
11599_2015,11632_2016,0.764642
11586_2015,11620_2016,0.898278
11599_2015,11633_2016,0.769157
11586_2015,11621_2016,0.913758
11599_2015,11634_2016,0.77413
11586_2015,11622_2016,0.935103
11599_2015,11635_2016,0.828579
11586_2015,11623_2016,0.966659
11599_2015,11636_2016,0.863509
11586_2015,11624_2016,0.940019
11599_2015,11637_2016,0.891122
11586_2015,11625_2016,0.969399
11599_2015,11638_2016,0.920071
11586_2015,11626_2016,0.969399
11599_2015,11639_2016,0.968063
11586_2015,11627_2016,0.99795
11599_2015,11640_2017,0.997952
11600_2016,11601_2016,0.0117839
11600_2016,11602_2016,0.0324134
11600_2016,11603_2016,0.0500549
11600_2016,11604_2016,0.0536376
11587_2015,11588_2015,0.0168957
11600_2016,11605_2016,0.0847928
11587_2015,11589_2015,0.0237532
11600_2016,11606_2016,0.121211
11587_2015,11590_2015,0.0536522
11600_2016,11607_2016,0.141094
11587_2015,11591_2015,0.109522
11600_2016,11608_2016,0.182582
11587_2015,11592_2015,0.161783
11600_2016,11609_2016,0.233359
11600_2016,11610_2016,0.273219
11587_2015,11593_2015,0.200406
11600_2016,11611_2016,0.290247
11574_2015,11575_2015,0.0100877
11600_2016,11612_2016,0.300349
11587_2015,11594_2015,0.224749
11574_2015,11576_2015,0.034186
11600_2016,11613_2016,0.300349
11587_2015,11595_2015,0.233713
11574_2015,11577_2015,0.0412227
11600_2016,11614_2016,0.321023
11574_2015,11578_2015,0.062708
11587_2015,11596_2015,0.271399
11176_2005,11191_2005,0.304884
11100_2003,11121_2004,0.496603
11577_2015,11597_2015,0.547528
11545_2014,11555_2014,0.278147
11176_2005,11192_2005,0.315307
11236_2006,11252_2007,0.367869
11577_2015,11598_2015,0.598204
11567_2015,11590_2015,0.53932
11176_2005,11193_2005,0.34468
11545_2014,11556_2014,0.323092
11100_2003,11122_2004,0.530002
11577_2015,11599_2015,0.631938
11236_2006,11253_2007,0.401333
11567_2015,11591_2015,0.600335
11545_2014,11557_2014,0.354965
11100_2003,11123_2004,0.57467
11176_2005,11194_2005,0.347411
11577_2015,11600_2016,0.663262
11236_2006,11254_2007,0.436387
11545_2014,11558_2014,0.354781
11567_2015,11592_2015,0.650723
11176_2005,11195_2005,0.360853
11100_2003,11124_2004,0.588063
11176_2005,11196_2005,0.352709
11236_2006,11255_2007,0.44542
11176_2005,11197_2005,0.411576
11545_2014,11559_2014,0.38551
11236_2006,11256_2007,0.454515
11176_2005,11198_2005,0.449985
11100_2003,11125_2004,0.610535
11577_2015,11601_2016,0.67245
11545_2014,11560_2015,0.393894
11236_2006,11257_2007,0.476296
11545_2014,11561_2015,0.440705
11567_2015,11593_2015,0.692438
11577_2015,11602_2016,0.701981
11567_2015,11594_2015,0.721727
11545_2014,11562_2015,0.453441
11577_2015,11603_2016,0.732094
11567_2015,11595_2015,0.725633
11577_2015,11604_2016,0.736856
11600_2016,11615_2016,0.323581
11581_2015,11584_2015,0.105794
11600_2016,11616_2016,0.377245
11574_2015,11579_2015,0.082943
11600_2016,11617_2016,0.438475
11587_2015,11597_2015,0.286141
11595_2015,11629_2016,0.818643
11329_2009,11367_2010,0.974051
11587_2015,11598_2015,0.329686
11600_2016,11618_2016,0.469439
11574_2015,11580_2015,0.121266
11600_2016,11619_2016,0.495111
11595_2015,11630_2016,0.850313
11600_2016,11620_2016,0.495111
11581_2015,11585_2015,0.117526
11574_2015,11581_2015,0.168018
11595_2015,11631_2016,0.904037
11581_2015,11586_2015,0.147514
11600_2016,11621_2016,0.517674
11587_2015,11599_2015,0.358047
11577_2015,11605_2016,0.77354
11567_2015,11596_2015,0.756994
11197_2005,11227_2006,0.754892
11577_2015,11606_2016,0.8226
11545_2014,11563_2015,0.462578
11577_2015,11607_2016,0.843485
11236_2006,11258_2007,0.518461
11577_2015,11608_2016,0.860531
11590_2015,11621_2016,0.840853
11236_2006,11259_2007,0.566837
11197_2005,11228_2006,0.836927
11590_2015,11622_2016,0.865625
11035_2001,11073_2002,0.855104
11535_2014,11568_2015,0.845461
11547_2014,11579_2015,0.805584
11535_2014,11569_2015,0.845674
11083_2003,11102_2003,0.43909
11535_2014,11570_2015,0.851904
11528_2014,11535_2014,0.149688
11535_2014,11571_2015,0.916595
11547_2014,11580_2015,0.849787
11535_2014,11572_2015,0.921337
11547_2014,11581_2015,0.910099
11535_2014,11573_2015,0.963635
11010_2001,11047_2002,0.890126
11528_2014,11536_2014,0.191374
11535_2014,11574_2015,0.97503
11547_2014,11582_2015,0.954615
11535_2014,11575_2015,0.982677
11547_2014,11583_2015,0.99655
11577_2015,11609_2016,0.936753
11567_2015,11597_2015,0.761662
11577_2015,11610_2016,0.998321
11567_2015,11598_2015,0.804829
11545_2014,11564_2015,0.46996
11236_2006,11260_2007,0.577786
11545_2014,11565_2015,0.510212
11567_2015,11599_2015,0.839212
11197_2005,11229_2006,0.836857
11590_2015,11623_2016,0.916988
11511_2013,11523_2014,0.32605
11153_2004,11158_2004,0.0627019
11116_2003,11145_2004,0.661172
11136_2004,11148_2004,0.242486
11153_2004,11159_2004,0.107588
11153_2004,11160_2005,0.147422
11136_2004,11149_2004,0.28285
11153_2004,11161_2005,0.170026
11511_2013,11524_2014,0.346935
11136_2004,11150_2004,0.31315
11511_2013,11525_2014,0.37446
11116_2003,11146_2004,0.690692
11153_2004,11162_2005,0.217859
11136_2004,11151_2004,0.315719
11116_2003,11147_2004,0.699896
11352_2009,11353_2009,0.0134877
11116_2003,11148_2004,0.749619
11352_2009,11354_2009,0.0151925
11317_2008,11323_2009,0.0645228
11136_2004,11152_2004,0.338805
11116_2003,11149_2004,0.779959
11352_2009,11355_2009,0.0359127
11153_2004,11163_2005,0.233633
11301_2008,11342_2009,0.947871
11116_2003,11150_2004,0.78528
11352_2009,11356_2009,0.0848005
11317_2008,11324_2009,0.0718718
11352_2009,11357_2009,0.088574
11301_2008,11343_2009,0.979954
11116_2003,11151_2004,0.789869
11352_2009,11358_2009,0.133242
11153_2004,11164_2005,0.290252
11136_2004,11153_2004,0.37373
11352_2009,11359_2009,0.17855
11153_2004,11165_2005,0.335998
11116_2003,11152_2004,0.810423
11317_2008,11325_2009,0.0755778
11116_2003,11153_2004,0.879518
11352_2009,11360_2010,0.224359
11136_2004,11154_2004,0.382052
11116_2003,11154_2004,0.867853
11352_2009,11361_2010,0.242546
11511_2013,11526_2014,0.37446
11352_2009,11362_2010,0.275784
11153_2004,11166_2005,0.357009
11116_2003,11155_2004,0.872207
11511_2013,11527_2014,0.37446
11116_2003,11156_2004,0.911679
11352_2009,11363_2010,0.278205
11317_2008,11326_2009,0.115379
11136_2004,11155_2004,0.39041
11153_2004,11167_2005,0.415694
11352_2009,11364_2010,0.295264
11136_2004,11156_2004,0.41618
11116_2003,11157_2004,0.931388
11352_2009,11365_2010,0.295264
11153_2004,11168_2005,0.461305
11352_2009,11366_2010,0.330744
11317_2008,11327_2009,0.157397
11116_2003,11158_2004,0.963833
11352_2009,11367_2010,0.336011
11317_2008,11328_2009,0.178234
11136_2004,11157_2004,0.425204
11153_2004,11169_2005,0.461305
11352_2009,11368_2010,0.344039
11317_2008,11329_2009,0.206328
11352_2009,11369_2010,0.344039
11153_2004,11170_2005,0.495845
11136_2004,11158_2004,0.44567
11153_2004,11171_2005,0.511812
11511_2013,11528_2014,0.388417
11197_2005,11230_2006,0.852553
11545_2014,11566_2015,0.543337
11590_2015,11624_2016,0.887433
11236_2006,11261_2007,0.599919
11567_2015,11600_2016,0.859042
11236_2006,11262_2007,0.599919
11545_2014,11567_2015,0.587834
11236_2006,11263_2007,0.607546
11545_2014,11568_2015,0.582171
11236_2006,11264_2007,0.60375
11545_2014,11569_2015,0.58272
11590_2015,11625_2016,0.902991
11545_2014,11570_2015,0.61498
11197_2005,11231_2006,0.863189
11329_2009,11368_2010,0.979903
11545_2014,11571_2015,0.668818
11236_2006,11265_2007,0.630284
11590_2015,11626_2016,0.902991
11236_2006,11266_2007,0.67017
11100_2003,11126_2004,0.640927
11176_2005,11199_2005,0.458981
11100_2003,11127_2004,0.677552
11176_2005,11200_2006,0.522295
11574_2015,11582_2015,0.187045
11224_2006,11228_2006,0.141092
11574_2015,11583_2015,0.22435
11600_2016,11622_2016,0.540169
11587_2015,11600_2016,0.41074
11224_2006,11229_2006,0.145151
11587_2015,11601_2016,0.422172
11574_2015,11584_2015,0.268574
11587_2015,11602_2016,0.455488
11558_2014,11562_2015,0.11939
11600_2016,11623_2016,0.575096
11581_2015,11587_2015,0.178413
11600_2016,11624_2016,0.582989
11558_2014,11563_2015,0.143285
11587_2015,11603_2016,0.473986
11329_2009,11369_2010,0.979903
11587_2015,11604_2016,0.480424
11558_2014,11564_2015,0.14951
11224_2006,11230_2006,0.155376
11595_2015,11632_2016,0.895884
11590_2015,11627_2016,0.93008
11197_2005,11232_2006,0.88441
11176_2005,11201_2006,0.536077
11236_2006,11267_2007,0.738846
11545_2014,11572_2015,0.670585
11236_2006,11268_2007,0.743313
11057_2002,11087_2003,0.802637
11010_2001,11048_2002,0.901334
11083_2003,11103_2003,0.451162
11536_2014,11537_2014,0.0394932
11548_2014,11549_2014,0.0272059
11536_2014,11538_2014,0.0394932
11548_2014,11550_2014,0.0592675
11536_2014,11539_2014,0.0536528
11548_2014,11551_2014,0.0702667
11511_2013,11529_2014,0.399587
11352_2009,11370_2010,0.37367
11153_2004,11172_2005,0.566637
11136_2004,11159_2004,0.492456
11153_2004,11173_2005,0.61048
11317_2008,11330_2009,0.244684
11136_2004,11160_2005,0.554039
11352_2009,11371_2010,0.379531
11317_2008,11331_2009,0.249344
11153_2004,11174_2005,0.61048
11352_2009,11372_2010,0.390799
11136_2004,11161_2005,0.571387
11352_2009,11373_2010,0.393603
11511_2013,11530_2014,0.399587
11578_2015,11579_2015,0.0220329
11590_2015,11628_2016,0.988665
11197_2005,11233_2006,0.912218
11100_2003,11128_2004,0.699276
11578_2015,11580_2015,0.0608749
11567_2015,11601_2016,0.860254
11100_2003,11129_2004,0.743604
11536_2014,11540_2014,0.060884
11100_2003,11130_2004,0.766613
11176_2005,11202_2006,0.56045
11536_2014,11541_2014,0.0773568
11548_2014,11552_2014,0.0961899
11536_2014,11542_2014,0.115415
11548_2014,11553_2014,0.131044
11536_2014,11543_2014,0.161746
11548_2014,11554_2014,0.135027
11528_2014,11537_2014,0.233531
11587_2015,11605_2016,0.499464
11581_2015,11588_2015,0.197764
11574_2015,11585_2015,0.280816
11587_2015,11606_2016,0.543417
11574_2015,11586_2015,0.313073
11595_2015,11633_2016,0.901249
11574_2015,11587_2015,0.346748
11581_2015,11589_2015,0.202162
11574_2015,11588_2015,0.355096
11595_2015,11634_2016,0.900572
11581_2015,11590_2015,0.236069
11558_2014,11565_2015,0.184978
11581_2015,11591_2015,0.288183
11224_2006,11231_2006,0.159514
11176_2005,11203_2006,0.610597
11197_2005,11234_2006,0.971892
11236_2006,11269_2007,0.785781
11545_2014,11573_2015,0.713233
11236_2006,11270_2007,0.795756
11100_2003,11131_2004,0.771663
11567_2015,11602_2016,0.892071
11545_2014,11574_2015,0.726398
11236_2006,11271_2007,0.795756
11567_2015,11603_2016,0.9312
11578_2015,11581_2015,0.107659
11567_2015,11604_2016,0.937289
11578_2015,11582_2015,0.125182
11567_2015,11605_2016,0.967836
11545_2014,11575_2015,0.737999
11057_2002,11088_2003,0.817962
11035_2001,11074_2002,0.893153
11010_2001,11049_2002,0.912179
11528_2014,11538_2014,0.233531
11548_2014,11555_2014,0.188927
11536_2014,11544_2014,0.191291
11548_2014,11556_2014,0.228658
11603_2016,11604_2016,0.00334734
11548_2014,11557_2014,0.258885
11536_2014,11545_2014,0.23817
11548_2014,11558_2014,0.263672
11536_2014,11546_2014,0.274169
11083_2003,11104_2003,0.476038
11536_2014,11547_2014,0.290778
11603_2016,11605_2016,0.0324296
11548_2014,11559_2014,0.300202
11035_2001,11075_2002,0.932227
11548_2014,11560_2015,0.307737
