ID1,ID2,Distance
11444_2012,11460_2012,0.418458
11372_2010,11383_2010,0.290182
11372_2010,11384_2010,0.287729
11444_2012,11461_2012,0.466672
11444_2012,11462_2012,0.472974
11372_2010,11385_2010,0.290281
11417_2011,11418_2011,0.0430434
11251_2007,11252_2007,0.0518436
11444_2012,11463_2012,0.508354
11417_2011,11419_2011,0.0980391
11372_2010,11386_2010,0.351864
11417_2011,11420_2011,0.141215
11444_2012,11464_2012,0.508354
11251_2007,11253_2007,0.0866521
11417_2011,11421_2011,0.174214
11372_2010,11387_2010,0.354533
11417_2011,11422_2011,0.20855
11444_2012,11465_2012,0.549103
11251_2007,11254_2007,0.119203
11372_2010,11388_2010,0.390527
11417_2011,11423_2011,0.212993
11251_2007,11255_2007,0.125109
11444_2012,11466_2012,0.584209
11417_2011,11424_2011,0.22415
11372_2010,11389_2010,0.428099
11417_2011,11425_2011,0.26816
11251_2007,11256_2007,0.13505
11444_2012,11467_2012,0.599047
11417_2011,11426_2011,0.312529
11372_2010,11390_2010,0.461726
11417_2011,11427_2011,0.343625
11444_2012,11468_2012,0.599047
11251_2007,11257_2007,0.153262
11417_2011,11428_2011,0.343613
11372_2010,11391_2010,0.487568
11417_2011,11429_2011,0.370472
11251_2007,11258_2007,0.197567
11444_2012,11469_2012,0.60289
11417_2011,11430_2011,0.387176
11372_2010,11392_2010,0.510595
11417_2011,11431_2011,0.38718
11444_2012,11470_2012,0.637247
11251_2007,11259_2007,0.23776
11372_2010,11393_2010,0.534684
11417_2011,11432_2011,0.39562
11251_2007,11260_2007,0.244705
11444_2012,11471_2012,0.702296
11417_2011,11433_2011,0.448634
11372_2010,11394_2010,0.541356
11417_2011,11434_2011,0.457884
11372_2010,11395_2010,0.556047
11396_2010,11397_2010,0.0359164
11417_2011,11435_2011,0.461066
11251_2007,11261_2007,0.273181
11444_2012,11472_2012,0.728619
11396_2010,11398_2010,0.0736315
11372_2010,11396_2010,0.587812
11417_2011,11436_2011,0.515333
11396_2010,11399_2010,0.0980474
11444_2012,11473_2012,0.728868
11251_2007,11262_2007,0.273181
11444_2012,11474_2012,0.724318
11251_2007,11263_2007,0.302602
11444_2012,11475_2012,0.76048
11396_2010,11400_2011,0.117322
11372_2010,11397_2010,0.624279
11396_2010,11401_2011,0.117322
11417_2011,11437_2011,0.535131
11396_2010,11402_2011,0.127118
11444_2012,11476_2012,0.778952
11251_2007,11264_2007,0.300086
11383_2010,11384_2010,0.00167155
11251_2007,11265_2007,0.333481
11444_2012,11477_2012,0.807643
11396_2010,11403_2011,0.174329
11372_2010,11398_2010,0.657966
11396_2010,11404_2011,0.185207
11417_2011,11438_2011,0.538559
11251_2007,11266_2007,0.379205
11444_2012,11478_2012,0.833241
11383_2010,11385_2010,0.00334927
11251_2007,11267_2007,0.43076
11383_2010,11386_2010,0.048267
11444_2012,11479_2012,0.880981
11251_2007,11268_2007,0.433728
11396_2010,11405_2011,0.22246
11372_2010,11399_2010,0.687578
11417_2011,11439_2011,0.577456
11396_2010,11406_2011,0.249762
11444_2012,11480_2013,0.907727
11383_2010,11387_2010,0.0500488
11444_2012,11481_2013,0.919106
11251_2007,11269_2007,0.486221
11383_2010,11388_2010,0.0754961
11444_2012,11482_2013,0.947628
11251_2007,11270_2007,0.499362
11383_2010,11389_2010,0.113532
11444_2012,11483_2013,0.953645
11251_2007,11271_2007,0.499362
11417_2011,11440_2012,0.599238
11372_2010,11400_2011,0.713175
11396_2010,11407_2011,0.266305
11417_2011,11441_2012,0.607462
11251_2007,11272_2007,0.528242
11383_2010,11390_2010,0.149337
11444_2012,11484_2013,0.965068
11383_2010,11391_2010,0.172256
11444_2012,11485_2013,0.965245
11251_2007,11273_2007,0.551768
11383_2010,11392_2010,0.19572
11444_2012,11486_2013,0.971497
11251_2007,11274_2007,0.599414
11417_2011,11442_2012,0.635123
11372_2010,11401_2011,0.713175
11417_2011,11443_2012,0.681772
11396_2010,11408_2011,0.275989
11251_2007,11275_2007,0.638686
11383_2010,11393_2010,0.228751
11444_2012,11487_2013,0.984935
11383_2010,11394_2010,0.233253
11251_2007,11276_2007,0.671185
11444_2012,11488_2013,0.985598
11417_2011,11444_2012,0.695368
11372_2010,11402_2011,0.713046
11417_2011,11445_2012,0.713066
11396_2010,11409_2011,0.27838
11383_2010,11395_2010,0.244874
11251_2007,11277_2007,0.708726
11383_2010,11396_2010,0.27066
11396_2010,11410_2011,0.27838
11372_2010,11403_2011,0.756182
11396_2010,11411_2011,0.315608
11417_2011,11446_2012,0.734091
11251_2007,11278_2007,0.738815
11383_2010,11397_2010,0.307325
11417_2011,11447_2012,0.780555
11372_2010,11404_2011,0.780384
11417_2011,11448_2012,0.775494
11396_2010,11412_2011,0.315608
11251_2007,11279_2007,0.779041
11383_2010,11398_2010,0.343431
11251_2007,11280_2008,0.809979
11417_2011,11449_2012,0.770947
11372_2010,11405_2011,0.818166
11417_2011,11450_2012,0.780442
11396_2010,11413_2011,0.336623
11251_2007,11281_2008,0.819715
11383_2010,11399_2010,0.375817
11417_2011,11451_2012,0.786233
11372_2010,11406_2011,0.844202
11417_2011,11452_2012,0.799924
11396_2010,11414_2011,0.374558
11251_2007,11282_2008,0.861127
11383_2010,11400_2011,0.406805
11396_2010,11415_2011,0.408588
11372_2010,11407_2011,0.839396
11396_2010,11416_2011,0.447289
11417_2011,11453_2012,0.821412
11251_2007,11283_2008,0.884111
11383_2010,11401_2011,0.406805
11396_2010,11417_2011,0.475449
11372_2010,11408_2011,0.85449
11396_2010,11418_2011,0.527747
11417_2011,11454_2012,0.888442
11251_2007,11284_2008,0.899419
11251_2007,11285_2008,0.934401
11417_2011,11455_2012,0.933317
11372_2010,11409_2011,0.859553
11396_2010,11419_2011,0.589402
11417_2011,11456_2012,0.945659
11372_2010,11410_2011,0.859553
11396_2010,11420_2011,0.630159
11417_2011,11457_2012,0.979474
11281_2008,11282_2008,0.020326
11251_2007,11286_2008,0.980952
11383_2010,11402_2011,0.415468
11281_2008,11283_2008,0.0465569
11383_2010,11403_2011,0.457461
11281_2008,11284_2008,0.0830726
11281_2008,11285_2008,0.133092
11383_2010,11404_2011,0.473118
11281_2008,11286_2008,0.178289
11202_2006,11203_2006,0.0394219
11372_2010,11411_2011,0.876989
11396_2010,11421_2011,0.63877
11396_2010,11422_2011,0.699175
11372_2010,11412_2011,0.876989
11426_2011,11427_2011,0.034176
11396_2010,11423_2011,0.70322
11372_2010,11413_2011,0.877408
11426_2011,11428_2011,0.0341758
11396_2010,11424_2011,0.716316
11372_2010,11414_2011,0.906683
11426_2011,11429_2011,0.0554482
11396_2010,11425_2011,0.770503
11185_2005,11186_2005,0.0341584
11281_2008,11287_2008,0.21748
11185_2005,11187_2005,0.0536669
11202_2006,11204_2006,0.0429604
11185_2005,11188_2005,0.0626835
11383_2010,11405_2011,0.518214
11281_2008,11288_2008,0.252122
11202_2006,11205_2006,0.0447319
11185_2005,11189_2005,0.10563
11383_2010,11406_2011,0.541925
11281_2008,11289_2008,0.268414
11202_2006,11206_2006,0.0681572
11281_2008,11290_2008,0.29508
11383_2010,11407_2011,0.552528
11185_2005,11190_2005,0.137029
11202_2006,11207_2006,0.105683
11281_2008,11291_2008,0.346628
11383_2010,11408_2011,0.562978
11281_2008,11292_2008,0.35457
11202_2006,11208_2006,0.109576
11185_2005,11191_2005,0.165645
11383_2010,11409_2011,0.566491
11281_2008,11293_2008,0.362493
11383_2010,11410_2011,0.566491
11185_2005,11192_2005,0.176136
11202_2006,11209_2006,0.121357
11185_2005,11193_2005,0.21302
11383_2010,11411_2011,0.599134
11281_2008,11294_2008,0.410547
11202_2006,11210_2006,0.137177
11281_2008,11295_2008,0.416426
11383_2010,11412_2011,0.599134
11185_2005,11194_2005,0.215312
11202_2006,11211_2006,0.171983
11185_2005,11195_2005,0.231081
11383_2010,11413_2011,0.625883
11281_2008,11296_2008,0.437197
11202_2006,11212_2006,0.199908
11281_2008,11297_2008,0.461748
11383_2010,11414_2011,0.665862
11185_2005,11196_2005,0.228796
11202_2006,11213_2006,0.240375
11185_2005,11197_2005,0.287608
11383_2010,11415_2011,0.703132
11281_2008,11298_2008,0.471193
11202_2006,11214_2006,0.271153
11281_2008,11299_2008,0.50635
11383_2010,11416_2011,0.715807
11281_2008,11300_2008,0.543549
11202_2006,11215_2006,0.305205
11185_2005,11198_2005,0.325228
11383_2010,11417_2011,0.716056
11281_2008,11301_2008,0.564484
11202_2006,11216_2006,0.333295
11281_2008,11302_2008,0.590499
11383_2010,11418_2011,0.756591
11185_2005,11199_2005,0.333024
11202_2006,11217_2006,0.378883
11281_2008,11303_2008,0.593966
11383_2010,11419_2011,0.803529
11281_2008,11304_2008,0.593966
11202_2006,11218_2006,0.418702
11281_2008,11305_2008,0.642818
11383_2010,11420_2011,0.828516
11202_2006,11219_2006,0.421509
11281_2008,11306_2008,0.638986
11383_2010,11421_2011,0.845808
11396_2010,11426_2011,0.813376
11372_2010,11415_2011,0.953399
11396_2010,11427_2011,0.834037
11426_2011,11430_2011,0.0699728
11396_2010,11428_2011,0.829079
11281_2008,11307_2008,0.634883
11383_2010,11422_2011,0.904726
11281_2008,11308_2008,0.666505
11383_2010,11423_2011,0.910317
11185_2005,11200_2006,0.387096
11202_2006,11220_2006,0.457425
11185_2005,11201_2006,0.401118
11383_2010,11424_2011,0.921834
11185_2005,11202_2006,0.427146
11202_2006,11221_2006,0.495023
11281_2008,11309_2008,0.674633
11383_2010,11425_2011,0.976358
11281_2008,11310_2008,0.744072
11202_2006,11222_2006,0.494957
11185_2005,11203_2006,0.482354
11281_2008,11311_2008,0.74417
11396_2010,11429_2011,0.8595
11281_2008,11312_2008,0.748566
11202_2006,11223_2006,0.521183
11185_2005,11204_2006,0.488856
11281_2008,11313_2008,0.757603
11202_2006,11224_2006,0.531249
11185_2005,11205_2006,0.492102
11281_2008,11314_2008,0.762638
11202_2006,11225_2006,0.558921
11185_2005,11206_2006,0.506091
11202_2006,11226_2006,0.587826
11185_2005,11207_2006,0.54679
11185_2005,11208_2006,0.554007
11167_2005,11168_2005,0.0394678
11185_2005,11209_2006,0.572032
11202_2006,11227_2006,0.625396
11281_2008,11315_2008,0.794942
11167_2005,11169_2005,0.0394678
11185_2005,11210_2006,0.58588
11445_2012,11446_2012,0.0359511
11281_2008,11316_2008,0.845534
11167_2005,11170_2005,0.0645087
11185_2005,11211_2006,0.63545
11202_2006,11228_2006,0.702073
11167_2005,11171_2005,0.0903841
11445_2012,11447_2012,0.0700207
11372_2010,11416_2011,0.980359
11396_2010,11430_2011,0.892104
11396_2010,11431_2011,0.881087
11396_2010,11432_2011,0.897084
11426_2011,11431_2011,0.0754986
11396_2010,11433_2011,0.942889
11426_2011,11432_2011,0.0885423
11418_2011,11419_2011,0.0518453
11396_2010,11434_2011,0.943697
11418_2011,11420_2011,0.0923085
11217_2006,11239_2006,0.544052
11233_2006,11253_2007,0.542558
11404_2011,11430_2011,0.723797
11404_2011,11431_2011,0.723502
11404_2011,11432_2011,0.740839
11217_2006,11240_2007,0.582551
11359_2009,11372_2010,0.244971
11460_2012,11482_2013,0.559357
11359_2009,11373_2010,0.247278
11451_2012,11481_2013,0.799443
11217_2006,11241_2007,0.588949
11372_2010,11417_2011,0.973698
11418_2011,11421_2011,0.127127
11069_2002,11070_2002,0.0324231
11396_2010,11435_2011,0.944406
11372_2010,11418_2011,0.986083
11047_2002,11048_2002,0.00840741
11396_2010,11436_2011,0.975753
11047_2002,11049_2002,0.0394398
11167_2005,11172_2005,0.131021
11445_2012,11448_2012,0.109574
11281_2008,11317_2008,0.871299
11202_2006,11229_2006,0.702086
11185_2005,11212_2006,0.655182
11445_2012,11449_2012,0.113481
11293_2008,11310_2008,0.40116
11433_2011,11450_2012,0.416801
11128_2004,11146_2004,0.412872
11418_2011,11422_2011,0.159462
11418_2011,11423_2011,0.163626
11426_2011,11433_2011,0.135271
11047_2002,11050_2002,0.0906005
11418_2011,11424_2011,0.174122
11025_2001,11026_2001,0.0117825
11418_2011,11425_2011,0.2176
11047_2002,11051_2002,0.121432
11281_2008,11318_2008,0.877268
11445_2012,11450_2012,0.121348
11281_2008,11319_2008,0.877159
11445_2012,11451_2012,0.153304
11185_2005,11213_2006,0.69726
11281_2008,11320_2009,0.882189
11202_2006,11230_2006,0.715518
11185_2005,11214_2006,0.715193
11445_2012,11452_2012,0.169825
11202_2006,11231_2006,0.72446
11281_2008,11321_2009,0.911364
11445_2012,11453_2012,0.191189
11047_2002,11052_2002,0.125404
11445_2012,11454_2012,0.228768
11069_2002,11071_2002,0.0447209
11418_2011,11426_2011,0.263685
11047_2002,11053_2002,0.127391
11069_2002,11072_2002,0.0736768
11418_2011,11427_2011,0.29539
11047_2002,11054_2002,0.176333
11418_2011,11428_2011,0.295357
11025_2001,11027_2001,0.0220279
11426_2011,11434_2011,0.151555
11069_2002,11073_2002,0.125077
11418_2011,11429_2011,0.320269
11047_2002,11055_2002,0.230903
11418_2011,11430_2011,0.336011
11025_2001,11028_2001,0.066351
11047_2002,11056_2002,0.272853
11418_2011,11431_2011,0.336124
11202_2006,11232_2006,0.741937
11128_2004,11147_2004,0.418796
11293_2008,11311_2008,0.40693
11069_2002,11074_2002,0.165602
11047_2002,11057_2002,0.312564
11418_2011,11432_2011,0.354569
11025_2001,11029_2001,0.101924
11418_2011,11433_2011,0.402266
11069_2002,11075_2002,0.204064
11426_2011,11435_2011,0.153656
11418_2011,11434_2011,0.413976
11069_2002,11076_2002,0.246904
11069_2002,11077_2002,0.253946
11426_2011,11436_2011,0.191453
11418_2011,11435_2011,0.417004
11002_2001,11003_2001,0.0151892
11426_2011,11437_2011,0.215605
11418_2011,11436_2011,0.467784
11202_2006,11233_2006,0.779511
11281_2008,11322_2009,0.93578
11445_2012,11455_2012,0.26592
11281_2008,11323_2009,0.941248
11445_2012,11456_2012,0.280242
11202_2006,11234_2006,0.841902
11445_2012,11457_2012,0.330379
11025_2001,11030_2001,0.153207
11002_2001,11004_2001,0.034182
11418_2011,11437_2011,0.486236
11025_2001,11031_2001,0.201981
11418_2011,11438_2011,0.48934
11002_2001,11005_2001,0.062701
11047_2002,11058_2002,0.317674
11445_2012,11458_2012,0.378783
11185_2005,11215_2006,0.74863
11090_2003,11091_2003,0.0394415
11167_2005,11173_2005,0.163526
11167_2005,11174_2005,0.163526
11281_2008,11324_2009,0.966187
11185_2005,11216_2006,0.766504
11445_2012,11459_2012,0.387187
11346_2009,11361_2010,0.381429
11307_2008,11325_2009,0.278217
11128_2004,11148_2004,0.448787
11293_2008,11312_2008,0.40982
11069_2002,11078_2002,0.272956
11418_2011,11439_2011,0.524874
11426_2011,11438_2011,0.217773
11418_2011,11440_2012,0.548723
11426_2011,11439_2011,0.249382
11002_2001,11006_2001,0.0829473
11307_2008,11326_2009,0.325881
11128_2004,11149_2004,0.489376
11293_2008,11313_2008,0.415636
11128_2004,11150_2004,0.505829
11320_2009,11336_2009,0.378793
11002_2001,11007_2001,0.115271
11167_2005,11175_2005,0.180334
11445_2012,11460_2012,0.412776
11281_2008,11325_2009,0.979075
11445_2012,11461_2012,0.460616
11090_2003,11092_2003,0.0866491
11418_2011,11441_2012,0.555689
11426_2011,11440_2012,0.290132
11397_2010,11398_2010,0.0376823
11047_2002,11059_2002,0.340918
11167_2005,11176_2005,0.208499
11252_2007,11253_2007,0.0324174
11167_2005,11177_2005,0.224251
11252_2007,11254_2007,0.0626579
11202_2006,11235_2006,0.884573
11252_2007,11255_2007,0.0681276
11202_2006,11236_2006,0.952883
11445_2012,11462_2012,0.466887
11252_2007,11256_2007,0.0811136
11433_2011,11451_2012,0.434859
11108_2003,11134_2004,0.738331
11433_2011,11452_2012,0.446685
11293_2008,11314_2008,0.418606
11128_2004,11151_2004,0.509167
11293_2008,11315_2008,0.454829
11108_2003,11135_2004,0.807948
11147_2004,11167_2005,0.59527
11293_2008,11316_2008,0.496019
11108_2003,11136_2004,0.822706
11433_2011,11453_2012,0.466192
11426_2011,11441_2012,0.297587
11397_2010,11399_2010,0.0609504
11069_2002,11079_2002,0.320263
11397_2010,11400_2011,0.0792962
11002_2001,11008_2001,0.137004
11397_2010,11401_2011,0.0792962
11069_2002,11080_2003,0.341221
11397_2010,11402_2011,0.0886118
11069_2002,11081_2003,0.346426
11047_2002,11060_2002,0.378747
11418_2011,11442_2012,0.580944
11069_2002,11082_2003,0.354389
11002_2001,11009_2001,0.145098
11397_2010,11403_2011,0.133455
11025_2001,11032_2001,0.249357
11426_2011,11442_2012,0.333357
11418_2011,11443_2012,0.629061
11002_2001,11010_2001,0.165644
11397_2010,11404_2011,0.14379
11002_2001,11011_2001,0.184689
11426_2011,11443_2012,0.365163
11047_2002,11061_2002,0.390006
11418_2011,11444_2012,0.645181
11373_2010,11374_2010,0.0306788
11418_2011,11445_2012,0.661453
11397_2010,11405_2011,0.181018
11252_2007,11257_2007,0.0980322
11418_2011,11446_2012,0.681428
11397_2010,11406_2011,0.206825
11025_2001,11033_2001,0.275529
11418_2011,11447_2012,0.724337
11397_2010,11407_2011,0.226962
11069_2002,11083_2003,0.357032
11418_2011,11448_2012,0.733662
11002_2001,11012_2001,0.201991
11418_2011,11449_2012,0.729277
11397_2010,11408_2011,0.236172
11418_2011,11450_2012,0.742954
11426_2011,11444_2012,0.409846
11418_2011,11451_2012,0.748483
11025_2001,11034_2001,0.293138
11397_2010,11409_2011,0.238448
11418_2011,11452_2012,0.766396
11397_2010,11410_2011,0.238448
11002_2001,11013_2001,0.246951
11397_2010,11411_2011,0.280776
11418_2011,11453_2012,0.786767
11069_2002,11084_2003,0.428062
11418_2011,11454_2012,0.850681
11397_2010,11412_2011,0.280776
11147_2004,11168_2005,0.63315
11346_2009,11362_2010,0.415549
11147_2004,11169_2005,0.63315
11108_2003,11137_2004,0.838666
11128_2004,11152_2004,0.529019
11293_2008,11317_2008,0.515691
11346_2009,11363_2010,0.418456
11433_2011,11454_2012,0.514841
11128_2004,11153_2004,0.57049
11433_2011,11455_2012,0.5547
11128_2004,11154_2004,0.574364
11293_2008,11318_2008,0.525789
11128_2004,11155_2004,0.58508
11108_2003,11138_2004,0.838666
11147_2004,11170_2005,0.681034
11346_2009,11364_2010,0.433126
11147_2004,11171_2005,0.697891
11320_2009,11337_2009,0.384363
11108_2003,11139_2004,0.850354
11128_2004,11156_2004,0.614971
11346_2009,11365_2010,0.433126
11147_2004,11172_2005,0.769264
11307_2008,11327_2009,0.359533
11320_2009,11338_2009,0.44555
11346_2009,11366_2010,0.466613
11320_2009,11339_2009,0.460781
11433_2011,11456_2012,0.571555
11307_2008,11328_2009,0.384216
11293_2008,11319_2008,0.532669
11108_2003,11140_2004,0.872656
11293_2008,11320_2009,0.535934
11418_2011,11455_2012,0.887673
11293_2008,11321_2009,0.571284
11320_2009,11340_2009,0.48948
11293_2008,11322_2009,0.589399
11047_2002,11062_2002,0.392832
11397_2010,11413_2011,0.300871
11426_2011,11445_2012,0.436436
11373_2010,11375_2010,0.0773663
11397_2010,11414_2011,0.336944
11418_2011,11456_2012,0.904491
11384_2010,11385_2010,0.00167495
11445_2012,11463_2012,0.50202
11185_2005,11217_2006,0.811915
11167_2005,11178_2005,0.226519
11090_2003,11093_2003,0.113375
11185_2005,11218_2006,0.856955
11167_2005,11179_2005,0.228796
11445_2012,11464_2012,0.50202
11384_2010,11386_2010,0.0464899
11445_2012,11465_2012,0.549422
11090_2003,11094_2003,0.117257
11185_2005,11219_2006,0.861509
11167_2005,11180_2005,0.240209
11445_2012,11466_2012,0.584292
11185_2005,11220_2006,0.889739
11445_2012,11467_2012,0.59899
11167_2005,11181_2005,0.249462
11445_2012,11468_2012,0.59899
11185_2005,11221_2006,0.913744
11167_2005,11182_2005,0.302728
11445_2012,11469_2012,0.602776
11384_2010,11387_2010,0.0482669
11185_2005,11222_2006,0.907612
11445_2012,11470_2012,0.637083
11252_2007,11258_2007,0.13908
11167_2005,11183_2005,0.336022
11185_2005,11223_2006,0.947969
11445_2012,11471_2012,0.702484
11185_2005,11224_2006,0.966362
11293_2008,11323_2009,0.600502
11128_2004,11157_2004,0.626356
11320_2009,11341_2009,0.53632
11433_2011,11457_2012,0.614989
11397_2010,11415_2011,0.378175
11418_2011,11457_2012,0.947615
11397_2010,11416_2011,0.415789
11185_2005,11225_2006,0.997134
11384_2010,11388_2010,0.0736521
11445_2012,11472_2012,0.728352
11167_2005,11184_2005,0.38259
11384_2010,11389_2010,0.111588
11445_2012,11473_2012,0.728496
11233_2006,11254_2007,0.577572
11217_2006,11242_2007,0.607232
11265_2007,11266_2007,0.0394222
11460_2012,11483_2013,0.577083
11233_2006,11255_2007,0.588572
11451_2012,11482_2013,0.840976
11359_2009,11374_2010,0.285314
11451_2012,11483_2013,0.851914
11404_2011,11433_2011,0.787943
11265_2007,11267_2007,0.0810404
11404_2011,11434_2011,0.788885
11373_2010,11376_2010,0.081059
11397_2010,11417_2011,0.445359
11025_2001,11035_2001,0.320491
11397_2010,11418_2011,0.505216
11373_2010,11377_2010,0.0829234
11397_2010,11419_2011,0.572147
11426_2011,11446_2012,0.46996
11397_2010,11420_2011,0.612023
11069_2002,11085_2003,0.446445
11418_2011,11458_2012,0.996531
11069_2002,11086_2003,0.480961
11426_2011,11447_2012,0.515068
11397_2010,11421_2011,0.62776
11373_2010,11378_2010,0.111417
11002_2001,11014_2001,0.249251
11397_2010,11422_2011,0.687315
11090_2003,11095_2003,0.141081
11445_2012,11474_2012,0.72406
11167_2005,11185_2005,0.385374
11090_2003,11096_2003,0.143102
11252_2007,11259_2007,0.180461
11167_2005,11186_2005,0.428645
11384_2010,11390_2010,0.147293
11445_2012,11475_2012,0.764828
11167_2005,11187_2005,0.428857
11252_2007,11260_2007,0.186922
11090_2003,11097_2003,0.176162
11252_2007,11261_2007,0.213288
11090_2003,11098_2003,0.208568
11445_2012,11476_2012,0.783558
11282_2008,11283_2008,0.0272032
11384_2010,11391_2010,0.170149
11252_2007,11262_2007,0.213288
11282_2008,11284_2008,0.0626997
11384_2010,11392_2010,0.193541
11445_2012,11477_2012,0.822452
11282_2008,11285_2008,0.11145
11167_2005,11188_2005,0.438209
11090_2003,11099_2003,0.208568
11282_2008,11286_2008,0.157369
11167_2005,11189_2005,0.474081
11252_2007,11263_2007,0.245047
11090_2003,11100_2003,0.206308
11252_2007,11264_2007,0.24271
11282_2008,11287_2008,0.19547
11445_2012,11478_2012,0.84863
11282_2008,11288_2008,0.229002
11252_2007,11265_2007,0.27374
11282_2008,11289_2008,0.244786
11445_2012,11479_2012,0.881787
11252_2007,11266_2007,0.315914
11445_2012,11480_2013,0.908436
11282_2008,11290_2008,0.273046
11445_2012,11481_2013,0.919839
11384_2010,11393_2010,0.226477
11282_2008,11291_2008,0.322947
11252_2007,11267_2007,0.363178
11384_2010,11394_2010,0.230966
11090_2003,11101_2003,0.244641
11252_2007,11268_2007,0.365891
11282_2008,11292_2008,0.330659
11252_2007,11269_2007,0.416559
11282_2008,11293_2008,0.338394
11445_2012,11482_2013,0.948262
11282_2008,11294_2008,0.384805
11252_2007,11270_2007,0.428553
11445_2012,11483_2013,0.954281
11282_2008,11295_2008,0.39892
11252_2007,11271_2007,0.428553
11282_2008,11296_2008,0.419426
11445_2012,11484_2013,0.965497
11282_2008,11297_2008,0.443449
11397_2010,11423_2011,0.691149
11426_2011,11448_2012,0.528583
11025_2001,11036_2001,0.341088
11373_2010,11379_2010,0.163753
11426_2011,11449_2012,0.532073
11069_2002,11087_2003,0.525902
11373_2010,11380_2010,0.189082
11025_2001,11037_2001,0.370663
11069_2002,11088_2003,0.529491
11397_2010,11424_2011,0.703757
11025_2001,11038_2001,0.384568
11397_2010,11425_2011,0.752484
11426_2011,11450_2012,0.545865
11397_2010,11426_2011,0.799873
11002_2001,11015_2001,0.272861
11025_2001,11039_2001,0.401744
11373_2010,11381_2010,0.210929
11397_2010,11427_2011,0.826268
11373_2010,11382_2010,0.245074
11397_2010,11428_2011,0.821682
11069_2002,11089_2003,0.556939
11047_2002,11063_2002,0.409932
11397_2010,11429_2011,0.85132
11025_2001,11040_2002,0.448977
11426_2011,11451_2012,0.57065
11397_2010,11430_2011,0.884619
11047_2002,11064_2002,0.440037
11397_2010,11431_2011,0.873606
11025_2001,11041_2002,0.448977
11002_2001,11016_2001,0.325167
11069_2002,11090_2003,0.56777
11002_2001,11017_2001,0.327786
11047_2002,11065_2002,0.44312
11397_2010,11432_2011,0.888906
11002_2001,11018_2001,0.372971
11397_2010,11433_2011,0.934927
11047_2002,11066_2002,0.466896
11069_2002,11091_2003,0.615655
11025_2001,11042_2002,0.464245
11397_2010,11434_2011,0.930253
11373_2010,11383_2010,0.287751
11069_2002,11092_2003,0.674548
11397_2010,11435_2011,0.931532
11002_2001,11019_2001,0.386828
11397_2010,11436_2011,0.963194
11069_2002,11093_2003,0.695976
11373_2010,11384_2010,0.285307
11002_2001,11020_2001,0.389683
11397_2010,11437_2011,0.997007
11025_2001,11043_2002,0.48658
11373_2010,11385_2010,0.287855
11047_2002,11067_2002,0.492597
11384_2010,11395_2010,0.242548
11047_2002,11068_2002,0.495887
11025_2001,11044_2002,0.48658
11047_2002,11069_2002,0.525656
11069_2002,11094_2003,0.70091
11373_2010,11386_2010,0.349241
11069_2002,11095_2003,0.704127
11373_2010,11387_2010,0.351901
11002_2001,11021_2001,0.400905
11025_2001,11045_2002,0.539869
11373_2010,11388_2010,0.387774
11426_2011,11452_2012,0.584863
11069_2002,11096_2003,0.708334
11069_2002,11097_2003,0.734808
11047_2002,11070_2002,0.539796
11069_2002,11098_2003,0.766468
11426_2011,11453_2012,0.611726
11047_2002,11071_2002,0.553039
11419_2011,11420_2011,0.0376725
11025_2001,11046_2002,0.557668
11419_2011,11421_2011,0.0717912
11373_2010,11389_2010,0.425201
11419_2011,11422_2011,0.101794
11128_2004,11158_2004,0.653844
11433_2011,11458_2012,0.677906
11373_2010,11390_2010,0.458703
11419_2011,11423_2011,0.105636
11002_2001,11022_2001,0.436096
11069_2002,11099_2003,0.766468
11047_2002,11072_2002,0.577491
11426_2011,11454_2012,0.667064
11419_2011,11424_2011,0.115341
11069_2002,11100_2003,0.771245
11002_2001,11023_2001,0.479149
11419_2011,11425_2011,0.155507
11002_2001,11024_2001,0.491821
11047_2002,11073_2002,0.637622
11025_2001,11047_2002,0.565632
11047_2002,11074_2002,0.677963
11426_2011,11455_2012,0.707455
11025_2001,11048_2002,0.573709
11419_2011,11426_2011,0.204352
11426_2011,11456_2012,0.729078
11373_2010,11391_2010,0.484464
11069_2002,11101_2003,0.80759
11419_2011,11427_2011,0.238172
11047_2002,11075_2002,0.716279
11419_2011,11428_2011,0.238145
11426_2011,11457_2012,0.798324
11419_2011,11429_2011,0.261204
11025_2001,11049_2002,0.590758
11002_2001,11025_2001,0.498081
11047_2002,11076_2002,0.764683
11419_2011,11430_2011,0.275741
11426_2011,11458_2012,0.864996
11419_2011,11431_2011,0.275841
11025_2001,11050_2002,0.650295
11419_2011,11432_2011,0.292847
11426_2011,11459_2012,0.869738
11047_2002,11077_2002,0.773911
11426_2011,11460_2012,0.89133
11069_2002,11102_2003,0.822097
11373_2010,11392_2010,0.507389
11419_2011,11433_2011,0.336655
11426_2011,11461_2012,0.973351
11025_2001,11051_2002,0.686762
11373_2010,11393_2010,0.531403
11419_2011,11434_2011,0.355626
11282_2008,11298_2008,0.452796
11445_2012,11485_2013,0.965584
11047_2002,11078_2002,0.797641
11419_2011,11435_2011,0.358442
11373_2010,11394_2010,0.538046
11419_2011,11436_2011,0.405321
11069_2002,11103_2003,0.831645
11047_2002,11079_2002,0.847227
11426_2011,11462_2012,0.985948
11419_2011,11437_2011,0.422234
11069_2002,11104_2003,0.852231
11419_2011,11438_2011,0.42507
